object	relation	subject_external_db	subject_external_id	subject_name	comment
lobula columnar neuron LC25	is_a	neuprint_JRC	1350268702	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1905429029	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1502360288	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1342022174	LC18	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1966494349	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348248235	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1343749180	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	5813067945	LC9	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2310627606	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1347176607	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	2308585856	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1346835612	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	2121340624	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1751994423	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1532742712	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	2278224718	LC26(LWF6)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1779972924	LC18	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348242642	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348242919	LC26(LWF6)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1562745969	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1345052473	(PDM19)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1344478902	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1933429987	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1409669895	(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348916717	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1412320780	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1656834849	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348920548	LC26(LWF6)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5813014491	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1410568569	(LWF3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1559979355	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348920795	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1842682322	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1350277508	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1349253404	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348584223	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1411988034	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1347812305	LC17(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2186155295	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1344392982	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1347901684	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1380957320	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1626482563	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1380957285	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1935126292	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1904420313	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	2000903820	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1411655369	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1347126097	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1967844926	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1808936407	LC20(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1475391747	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1349240911	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC15	is_a	neuprint_JRC	1346460600	LC15	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	5813038821	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1594126047	LC11(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1532699404	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1350273443	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1652725444	LC11(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1966174797	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1379087619	FB1C^FB01c(NO1/NO3)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	5813038168	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2281634861	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	1348580534	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	2031266973	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1502342255	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	5812992219	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	2155418746	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1348153557	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	2243458832	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1350855756	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1373734609	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1343378332	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	5901199267	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1376428405	(PDM19)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1531063618	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1345079276	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	1344828428	MC62	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	5812990678	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1437186918	LC21(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1407148900	LC31	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1344509330	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1749270652	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC22	is_a	neuprint_JRC	1374438280	LC22_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1343045604	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula tangential neuron	is_a	neuprint_JRC	1818696317	LT33_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1558605812	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1690902029	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1285068138	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1375798493	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1381298126	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC26	is_a	neuprint_JRC	5813045024	LC26	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2404077917	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1377814057	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	5813092338	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1374413370	LC18	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	5813077655	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1690897627	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	5813054477	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	5813033402	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1751325674	LC18	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC18	is_a	neuprint_JRC	1311634795	(PDM16)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1377905517	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1375769049	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1376234554	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1562689878	LC20(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	5901199075	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1778220673	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1376809072	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	5901207252	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1374784418	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	2062020032	MC62	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1406147470	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1813732543	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC15	is_a	neuprint_JRC	1536793384	LC15	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1408952946	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1409604476	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1374767239	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1714113716	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2310627347	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1376149163	(LWF7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1688526691	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1815826155	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1344695030	(PDM16)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1564374638	(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1382002299	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC15	is_a	neuprint_JRC	5812989784	LC15	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC15	is_a	neuprint_JRC	5812990529	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1404446113	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1404783075	LC21(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC22	is_a	neuprint_JRC	5813068615	LC22_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1407597098	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	5813033742	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1657525433	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2310627904	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1624074309	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626909735	LPLC4_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1434798670	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1846113980	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813038319	LPLC1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1412332938	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2094381099	LC20(LWF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1375768970	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1996202685	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1406928592	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1407269278	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
medulla columnar neuron MC62	is_a	neuprint_JRC	5813045297	MC62(LWF5)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1938175243	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1405788552	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1407269350	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1376800240	LC12	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1782369340	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1749944256	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1411250251	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
octopaminergic VUMa1 neuron	is_a	neuprint_JRC	1479618250	OA-VUMa1_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
octopaminergic VUMa1 neuron	is_a	neuprint_JRC	1590650826	(PVF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
octopaminergic VUMa1 neuron	is_a	neuprint_JRC	1406000196	DN?	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1407269144	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1624083046	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1968877434	LC20(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1873734612	LC20(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1404778340	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1443026992	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1405780725	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1403392477	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	5901215446	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1753998191	(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC14	is_a	neuprint_JRC	1408880450	LC14_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1472965897	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5901202018	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1566411868	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	1471705177	LC29	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1656153289	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2185822630	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1407252557	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1500953002	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	5812990925	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1500092947	(AVM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1407269137	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1294362035	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	5812988175	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1435822283	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC12	is_a	neuprint_JRC	1405107113	LC12(lVLPT7)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438299718	LC13	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1814604278	(PVM01)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438300417	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1499226615	LC11(PLBDL4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC11	is_a	neuprint_JRC	1566178615	LC11	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1407610974	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657949330	LPLC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1469947718	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2403063724	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1405824057	LC13(LWF2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC21	is_a	neuprint_JRC	1503754677	LC21	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	2002976113	LC20(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1407866051	LT	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1407179534	LPLC2_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304143	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1438524573	LC4	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron Lcn4	is_a	neuprint_JRC	1565730149	(lVLPT3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC9	is_a	neuprint_JRC	1294362092	LC9(PLBDL3)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC20	is_a	neuprint_JRC	1469999513	LC20	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC22	is_a	neuprint_JRC	5813062096	LC22_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron	is_a	neuprint_JRC	5813085201	LC29_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1655474822	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304604	LC13(LWF4)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1750929611	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC25	is_a	neuprint_JRC	1777227052	LC25	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC13	is_a	neuprint_JRC	1438304067	LC13(LWF1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
lobula columnar neuron LC17	is_a	neuprint_JRC	1658881325	LC17	Typing based on mapping assertion in neuprint hemibrain v1.0.1
