filename	label	part_of	Template	dbxrefs	comment	synonyms	is_a
40x-VNC-2589895702893035618	JRC_R20C11-GAL4_MCFO_VNC_20180914_64_D1_40x	female organism|adult ventral nerve cord|P{GMR20C11-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R20C11|jrc_slide_code_api:20180914_64_D1|neuronbridge:R20C11	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180914_64_D1', age: 'Adult'"	R20C11-GAL4|JRC_R20C11-GAL4-GAL4|GMR_20C11-GAL4	expression pattern fragment
40x-VNC-2589895703299883106	JRC_R20C11-GAL4_MCFO_VNC_20180914_64_D2_40x	female organism|adult ventral nerve cord|P{GMR20C11-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R20C11|jrc_slide_code_api:20180914_64_D2|neuronbridge:R20C11	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180914_64_D2', age: 'Adult'"	R20C11-GAL4|JRC_R20C11-GAL4-GAL4|GMR_20C11-GAL4	expression pattern fragment
40x-VNC-2589895703627038818	JRC_R20C11-GAL4_MCFO_VNC_20180914_64_D3_40x	female organism|adult ventral nerve cord|P{GMR20C11-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R20C11|jrc_slide_code_api:20180914_64_D3|neuronbridge:R20C11	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180914_64_D3', age: 'Adult'"	R20C11-GAL4|JRC_R20C11-GAL4-GAL4|GMR_20C11-GAL4	expression pattern fragment
40x-VNC-2589895703941611618	JRC_R20C11-GAL4_MCFO_VNC_20180914_64_D4_40x	female organism|adult ventral nerve cord|P{GMR20C11-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R20C11|jrc_slide_code_api:20180914_64_D4|neuronbridge:R20C11	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180914_64_D4', age: 'Adult'"	R20C11-GAL4|JRC_R20C11-GAL4-GAL4|GMR_20C11-GAL4	expression pattern fragment
40x-VNC-2603061420803227746	JRC_R53H02-GAL4_MCFO_VNC_20181019_64_E1_40x	female organism|adult ventral nerve cord|P{GMR53H02-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R53H02|jrc_slide_code_api:20181019_64_E1|neuronbridge:R53H02	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181019_64_E1', age: 'Adult'"	R53H02-GAL4|JRC_R53H02-GAL4-GAL4|GMR_53H02-GAL4	expression pattern fragment
40x-VNC-2603061421331710050	JRC_R53H02-GAL4_MCFO_VNC_20181019_64_E2_40x	female organism|adult ventral nerve cord|P{GMR53H02-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R53H02|jrc_slide_code_api:20181019_64_E2|neuronbridge:R53H02	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181019_64_E2', age: 'Adult'"	R53H02-GAL4|JRC_R53H02-GAL4-GAL4|GMR_53H02-GAL4	expression pattern fragment
40x-VNC-2603061421860192354	JRC_R53H02-GAL4_MCFO_VNC_20181019_64_E3_40x	female organism|adult ventral nerve cord|P{GMR53H02-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R53H02|jrc_slide_code_api:20181019_64_E3|neuronbridge:R53H02	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181019_64_E3', age: 'Adult'"	R53H02-GAL4|JRC_R53H02-GAL4-GAL4|GMR_53H02-GAL4	expression pattern fragment
40x-VNC-2603061422388674658	JRC_R53H02-GAL4_MCFO_VNC_20181019_64_E4_40x	female organism|adult ventral nerve cord|P{GMR53H02-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R53H02|jrc_slide_code_api:20181019_64_E4|neuronbridge:R53H02	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181019_64_E4', age: 'Adult'"	R53H02-GAL4|JRC_R53H02-GAL4-GAL4|GMR_53H02-GAL4	expression pattern fragment
40x-VNC-2603061423407890530	JRC_R53H02-GAL4_MCFO_VNC_20181019_64_E6_40x	female organism|adult ventral nerve cord|P{GMR53H02-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R53H02|jrc_slide_code_api:20181019_64_E6|neuronbridge:R53H02	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181019_64_E6', age: 'Adult'"	R53H02-GAL4|JRC_R53H02-GAL4-GAL4|GMR_53H02-GAL4	expression pattern fragment
40x-VNC-2604876458300014690	JRC_R59F08-GAL4_MCFO_VNC_20181023_61_G1_40x	female organism|adult ventral nerve cord|P{GMR59F08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R59F08|jrc_slide_code_api:20181023_61_G1|neuronbridge:R59F08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181023_61_G1', age: 'Adult'"	R59F08-GAL4|JRC_R59F08-GAL4-GAL4|GMR_59F08-GAL4	expression pattern fragment
40x-VNC-2604876458845274210	JRC_R59F08-GAL4_MCFO_VNC_20181023_61_G2_40x	female organism|adult ventral nerve cord|P{GMR59F08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R59F08|jrc_slide_code_api:20181023_61_G2|neuronbridge:R59F08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181023_61_G2', age: 'Adult'"	R59F08-GAL4|JRC_R59F08-GAL4-GAL4|GMR_59F08-GAL4	expression pattern fragment
40x-VNC-2604876459386339426	JRC_R59F08-GAL4_MCFO_VNC_20181023_61_G3_40x	female organism|adult ventral nerve cord|P{GMR59F08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R59F08|jrc_slide_code_api:20181023_61_G3|neuronbridge:R59F08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181023_61_G3', age: 'Adult'"	R59F08-GAL4|JRC_R59F08-GAL4-GAL4|GMR_59F08-GAL4	expression pattern fragment
40x-VNC-2604876459919016034	JRC_R59F08-GAL4_MCFO_VNC_20181023_61_G4_40x	female organism|adult ventral nerve cord|P{GMR59F08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R59F08|jrc_slide_code_api:20181023_61_G4|neuronbridge:R59F08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181023_61_G4', age: 'Adult'"	R59F08-GAL4|JRC_R59F08-GAL4-GAL4|GMR_59F08-GAL4	expression pattern fragment
40x-VNC-2604876460455886946	JRC_R59F08-GAL4_MCFO_VNC_20181023_61_G5_40x	female organism|adult ventral nerve cord|P{GMR59F08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R59F08|jrc_slide_code_api:20181023_61_G5|neuronbridge:R59F08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181023_61_G5', age: 'Adult'"	R59F08-GAL4|JRC_R59F08-GAL4-GAL4|GMR_59F08-GAL4	expression pattern fragment
40x-VNC-2604876460980174946	JRC_R59F08-GAL4_MCFO_VNC_20181023_61_G6_40x	female organism|adult ventral nerve cord|P{GMR59F08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R59F08|jrc_slide_code_api:20181023_61_G6|neuronbridge:R59F08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20181023_61_G6', age: 'Adult'"	R59F08-GAL4|JRC_R59F08-GAL4-GAL4|GMR_59F08-GAL4	expression pattern fragment
40x-VNC-2629818164283703394	JRC_R22D03-GAL4_MCFO_VNC_20190115_64_C1_40x	female organism|adult ventral nerve cord|P{GMR22D03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C1|neuronbridge:R22D03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C1', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-VNC-2629818164879294562	JRC_R22D03-GAL4_MCFO_VNC_20190115_64_C2_40x	female organism|adult ventral nerve cord|P{GMR22D03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C2|neuronbridge:R22D03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C2', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-VNC-2629818165479080034	JRC_R22D03-GAL4_MCFO_VNC_20190115_64_C3_40x	female organism|adult ventral nerve cord|P{GMR22D03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C3|neuronbridge:R22D03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C3', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-VNC-2629818166066282594	JRC_R22D03-GAL4_MCFO_VNC_20190115_64_C4_40x	female organism|adult ventral nerve cord|P{GMR22D03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C4|neuronbridge:R22D03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C4', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-VNC-2629818166666068066	JRC_R22D03-GAL4_MCFO_VNC_20190115_64_C5_40x	female organism|adult ventral nerve cord|P{GMR22D03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C5|neuronbridge:R22D03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C5', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-VNC-2629818896655319138	JRC_R22D03-GAL4_MCFO_VNC_20190115_64_C6_40x	female organism|adult ventral nerve cord|P{GMR22D03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R22D03|jrc_slide_code_api:20190115_64_C6|neuronbridge:R22D03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190115_64_C6', age: 'Adult'"	R22D03-GAL4|JRC_R22D03-GAL4-GAL4|GMR_22D03-GAL4	expression pattern fragment
40x-VNC-2640315782344474722	JRC_R61E08-GAL4_MCFO_VNC_20190201_62_I5_40x	female organism|adult ventral nerve cord|P{GMR61E08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61E08|jrc_slide_code_api:20190201_62_I5|neuronbridge:R61E08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_62_I5', age: 'Adult'"	R61E08-GAL4|JRC_R61E08-GAL4-GAL4|GMR_61E08-GAL4	expression pattern fragment
40x-VNC-2640315783032340578	JRC_R61E08-GAL4_MCFO_VNC_20190201_62_I6_40x	female organism|adult ventral nerve cord|P{GMR61E08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61E08|jrc_slide_code_api:20190201_62_I6|neuronbridge:R61E08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_62_I6', age: 'Adult'"	R61E08-GAL4|JRC_R61E08-GAL4-GAL4|GMR_61E08-GAL4	expression pattern fragment
40x-VNC-2640315783653097570	JRC_R61E08-GAL4_MCFO_VNC_20190201_62_J1_40x	female organism|adult ventral nerve cord|P{GMR61E08-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61E08|jrc_slide_code_api:20190201_62_J1|neuronbridge:R61E08	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_62_J1', age: 'Adult'"	R61E08-GAL4|JRC_R61E08-GAL4-GAL4|GMR_61E08-GAL4	expression pattern fragment
40x-VNC-2635333053236379746	JRC_R61H06-GAL4_MCFO_VNC_20190201_63_E1_40x	female organism|adult ventral nerve cord|P{GMR61H06-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E1|neuronbridge:R61H06	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E1', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-VNC-2635333053857136738	JRC_R61H06-GAL4_MCFO_VNC_20190201_63_E2_40x	female organism|adult ventral nerve cord|P{GMR61H06-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E2|neuronbridge:R61H06	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E2', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-VNC-2635333054469505122	JRC_R61H06-GAL4_MCFO_VNC_20190201_63_E3_40x	female organism|adult ventral nerve cord|P{GMR61H06-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E3|neuronbridge:R61H06	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E3', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-VNC-2635333055090262114	JRC_R61H06-GAL4_MCFO_VNC_20190201_63_E4_40x	female organism|adult ventral nerve cord|P{GMR61H06-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E4|neuronbridge:R61H06	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E4', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-VNC-2635333055702630498	JRC_R61H06-GAL4_MCFO_VNC_20190201_63_E6_40x	female organism|adult ventral nerve cord|P{GMR61H06-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R61H06|jrc_slide_code_api:20190201_63_E6|neuronbridge:R61H06	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190201_63_E6', age: 'Adult'"	R61H06-GAL4|JRC_R61H06-GAL4-GAL4|GMR_61H06-GAL4	expression pattern fragment
40x-VNC-2660984517153521762	JRC_R71C03-GAL4_MCFO_VNC_20190409_61_A1_40x	male organism|adult ventral nerve cord|P{GMR71C03-GAL4} expression pattern	JRC2018UnisexVNC_c	FlyLightGen1MCFO:R71C03|jrc_slide_code_api:20190409_61_A1|neuronbridge:R71C03	"tile(s): 'prothoracic, metathoracic', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'EC Plan-Neofluar 40x/1.30 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190409_61_A1', age: 'Adult'"	R71C03-GAL4|JRC_R71C03-GAL4-GAL4|GMR_71C03-GAL4	expression pattern fragment
